"","years","jugador","name","pos","bat","lan","exp","pais","estado","ciudad"
"274","1970-71","L. Stanton","Leroy Bobby Stanton","CF","D","D","1","USA","Carolina del Sur","Latta"
"275","1970-71","O. Troconis","Oswaldo Troconis","IF","D","D","3","Venezuela","D.F.","Caracas"
"276","1970-71","D. Unser","Delbert Bernard Unser","CF","Z","Z","1","USA","Illinois","Decatur"
"277","1970-71","H. Urbano","Hector Urbano","P","D","D","10","Venezuela","Bolivar","Ciudad Bolivar"
"278","1970-71","J. Yanes","Julián Yanes","C","D","D","4","Venezuela","Bolivar","Ciudad Bolivar"
"279","1971-72","H. Artiles","Hector Artiles","P","D","D","1","Venezuela","D.F.","Caracas"
"280","1971-72","O. Blanco","Oswaldo Carlos Blanco Díaz","1B","D","D","11","Venezuela","D.F.","Caracas"
"281","1971-72","R. Blanco","Romualdo Blanco","P","D","D","1","Venezuela","Vargas","La Sabana"
"282","1971-72","A. Bravo","Ángel Alfonso Bravo Urdaneta","CF","Z","Z","10","Venezuela","Zulia","Maracaibo"
"283","1971-72","H. Brito","Hector Brito","P","D","D","8","Venezuela","Vargas","Naiguata"
"284","1971-72","E. Camejo","Euclides Camejo","CF","D","D","5","Venezuela","Zulia","Bobure"
"285","1971-72","J. Cardenal","José Rosario Domec Cardenal","CF","D","D","3","Cuba","","Matanzas"
"286","1971-72","L. Cardenas","Leonardo Lázaro Cardenas Alfonso","SS","D","D","2","Cuba","","Matanzas"
"287","1971-72","P. Casanova","Paulino Casanova Ortiz","C","D","D","6","Cuba","","Colon"
"288","1971-72","A. Correa","Antonio Correa","CF","Z","Z","4","Venezuela","D.F.","Caracas"
"289","1971-72","A. Corro","Alexis Corro","2B","D","D","4","Venezuela","Vargas","Naiguata"
"290","1971-72","R. Gardner","Richard Frank Gardner","P","D","Z","1","USA","Nueva York","Binghamton"
"291","1971-72","R. Hermoso","Ángel Remigio Hermoso","2B","D","D","6","Venezuela","Carabobo","Carabobo"
"292","1971-72","E. Hernández","Enzo Octavio Hernández","SS","D","D","5","Venezuela","Anzoategui","Valle de Guanape"
"293","1971-72","J. Herrera","José Concepcion Herrera Ontiveros","IF","D","D","9","Venezuela","Zulia","San Lorenzo"
"294","1971-72","J. Hutto","James Neamon Hutto","C","D","D","1","USA","Virginia","Norfolk"
"295","1971-72","P. Kelly","Harold Patrick Kelly","CF","Z","Z","3","USA","Pensilnavia","Philadelphia"
"296","1971-72","A. Liscano","Arias Liscano","P","","","1","Venezuela","",""
"297","1971-72","R. Marcano","Robert Marcano","IF","D","D","3","Venezuela","Miranda","el Clavo"
"298","1971-72","J. Montague","John Evans Montague","P","D","D","1","USA","Virginia","Newport News"
"299","1971-72","A. Monteagudo","Aurelio Faustino Monteagudo Cintra","P","D","D","9","Cuba","","Caibarien"
"300","1971-72","C. Moreno","Carlos Moreno","P","D","D","5","Venezuela","Vargas","La Guaira"
"301","1971-72","V. Patino","Víctor Patino","P","Z","Z","3","Venezuela","D.F.","Caracas"
"302","1971-72","O. Pena","Orlando Gregorio Pena Quevara","P","D","D","5","Cuba","","Victoria De Las Tunas"
"303","1971-72","A. Phillips","Adolfo Emilio Phillips López","CF","D","D","5","Panama","","Bethania"
"304","1971-72","L. Piniella","Louis Víctor Piniella","CF","D","D","1","USA","Florida","Tampa"
"305","1971-72","J. Romero","Jesús Romero","C","D","D","12","Venezuela","Sucre","Cumana"
"306","1971-72","J. Rooker","James Phillip Rooker","P","D","Z","1","USA","Oregon","Lakeview"
"307","1971-72","C. Salas","Campos Salas","C","D","D","2","Venezuela","D.F.","Caracas"
"308","1971-72","B. Smith","Calvin Bernard Smith","CF","D","D","1","USA","Luisiana","Ponchatoula"
"309","1971-72","D. Thomas","Derrel Osborn Thomas","IF","A","D","1","USA","California","Los Angeles"
"310","1971-72","L. Tiant","Luis Clemente Tiant Vega","P","D","D","5","Cuba","","Marianao"
"311","1971-72","O. Troconis","Oswaldo Troconis","IF","D","D","4","Venezuela","D.F.","Caracas"
"312","1971-72","J. Yanes","Julián Yanes","C","D","D","5","Venezuela","Bolivar","Ciudad Bolivar"
"313","1972-73","H. Artiles","Hector Artiles","P","D","D","2","Venezuela","D.F.","Caracas"
"314","1972-73","O. Blanco","Oswaldo Carlos Blanco Díaz","1B","D","D","12","Venezuela","D.F.","Caracas"
"315","1972-73","R. Blanco","Romualdo Blanco","P","D","D","2","Venezuela","Vargas","La Sabana"
"316","1972-73","A. Bravo","Ángel Alfonso Bravo Urdaneta","CF","Z","Z","11","Venezuela","Zulia","Maracaibo"
"317","1972-73","H. Brito","Hector Brito","P","D","D","9","Venezuela","Vargas","Naiguata"
"318","1972-73","A. Bumbry","Alonza Benjamin Bumbry","CF","Z","D","1","USA","Virginia","Fredericksburg"
"319","1972-73","E. Camejo","Euclides Camejo","CF","D","D","6","Venezuela","Zulia","Bobure"
"320","1972-73","J. Cardenal","José Rosario Domec Cardenal","CF","D","D","4","Cuba","","Matanzas"
"321","1972-73","P. Casanova","Paulino Casanova Ortiz","C","D","D","7","Cuba","","Colon"
"322","1972-73","A. Correa","Antonio Correa","CF","Z","Z","5","Venezuela","D.F.","Caracas"
"323","1972-73","A. Corro","Alexis Corro","2B","D","D","5","Venezuela","Vargas","Naiguata"
"324","1972-73","L. Duran","Leonel Duran","CF","D","D","2","Venezuela","Bolivar","Ciudad Bolivar"
"325","1972-73","A. Fitzmorris","Alan James Fitzmorris","P","A","D","1","USA","Nueva York","Buffalo"
"326","1972-73","K. Forsch","Kenneth Roth Forsch","P","D","D","2","USA","California","Sacramento"
"327","1972-73","M. García","Manuel García","IF","D","D","8","Cuba","","La Habana"
"328","1972-73","D. González","Darío González","IF","D","D","1","Venezuela","",""
"329","1972-73","W. González","Waldemar González","IF","","","1","Venezuela","",""
"330","1972-73","R. Hermoso","Ángel Remigio Hermoso","2B","D","D","7","Venezuela","Carabobo","Carabobo"
"331","1972-73","E. Hernández","Enzo Octavio Hernández","SS","D","D","6","Venezuela","Anzoategui","Valle de Guanape"
"332","1972-73","J. Herrera","José Concepcion Herrera Ontiveros","IF","D","D","10","Venezuela","Zulia","San Lorenzo"
"333","1972-73","P. Kelly","Harold Patrick Kelly","CF","Z","Z","4","USA","Pensilnavia","Philadelphia"
"334","1972-73","A. Liscano","Arias Liscano","P","","","2","Venezuela","",""
"335","1972-73","M. Malave","Manuel Malave","IF","D","D","1","Venezuela","Anzoategui","Puerto la Cruz"
"336","1972-73","R. Marcano","Robert Marcano","IF","D","D","4","Venezuela","Miranda","el Clavo"
"337","1972-73","A. Monteagudo","Aurelio Faustino Monteagudo Cintra","P","D","D","10","Cuba","","Caibarien"
"338","1972-73","C. Moreno","Carlos Moreno","P","D","D","6","Venezuela","Vargas","La Guaira"
"339","1972-73","T. Murphy","Thomas Andrew Murphy","P","D","D","1","USA","Ohio","Cleveland"
"340","1972-73","I. Murrell","Ivan Augustus Murrell Peters","CF","D","D","3","Panama","","Bocas del Toro"
"341","1972-73","E. Nuñez","Evangelista Nuñez","2B","D","D","4","Venezuela","Falcon","Punta Iguana"
"342","1972-73","J. Padron","Jorge Padron","1B","","","1","Desconocido","",""
"343","1972-73","B. Parker","William David Parker","3B","D","D","1","USA","Alabama","Hayneville"
"344","1972-73","C. Pascual","Camilo Alberto Pascual Lus","P","D","D","3","Cuba","","La Habana"
"345","1972-73","V. Patino","Víctor Patino","P","Z","Z","4","Venezuela","D.F.","Caracas"
"346","1972-73","J. Rooker","James Phillip Rooker","P","D","Z","2","USA","Oregon","Lakeview"
"347","1972-73","C. Salas","Campos Salas","C","D","D","3","Venezuela","D.F.","Caracas"
"348","1972-73","L. Sánchez","Luis Mercedes Escobar Sánchez","P","D","D","1","Venezuela","Sucre","Cariaco"
"349","1972-73","L. Tiant","Luis Clemente Tiant Vega","P","D","D","6","Cuba","","Marianao"
"350","1972-73","O. Troconis","Oswaldo Troconis","IF","D","D","5","Venezuela","D.F.","Caracas"
"351","1972-73","H. Urbano","Hector Urbano","P","D","D","11","Venezuela","Bolivar","Ciudad Bolivar"
"352","1972-73","L. Valbuena","Leide Valbuena","CF","","","1","Venezuela","Zulia","Maracaibo"
"353","1972-73","R. Velarde","Raúl Velarde","CF","D","D","3","Venezuela","D.F.","Caracas"
"354","1973-74","O. Blanco","Oswaldo Carlos Blanco Díaz","1B","D","D","13","Venezuela","D.F.","Caracas"
"355","1973-74","R. Blanco","Romualdo Blanco","P","D","D","3","Venezuela","Vargas","La Sabana"
"356","1973-74","A. Bravo","Ángel Alfonso Bravo Urdaneta","CF","Z","Z","12","Venezuela","Zulia","Maracaibo"
"357","1973-74","H. Brito","Hector Brito","P","D","D","10","Venezuela","Vargas","Naiguata"
"358","1973-74","A. Bumbry","Alonza Benjamin Bumbry","CF","Z","D","2","USA","Virginia","Fredericksburg"
"359","1973-74","R. Burris","Bertram Ray Burris","P","D","D","1","USA","Oklahoma","Idabel"
"360","1973-74","E. Camejo","Euclides Camejo","CF","D","D","7","Venezuela","Zulia","Bobure"
"361","1973-74","P. Casanova","Paulino Casanova Ortiz","C","D","D","8","Cuba","","Colon"
"362","1973-74","A. Correa","Antonio Correa","CF","Z","Z","6","Venezuela","D.F.","Caracas"
"363","1973-74","J. Crawford","James Frederick Crawford","P","Z","Z","1","USA","Illinois","Chicago"
"364","1973-74","L. Duran","Leonel Duran","CF","D","D","3","Venezuela","Bolivar","Ciudad Bolivar"
"365","1973-74","K. Forsch","Kenneth Roth Forsch","P","D","D","3","USA","California","Sacramento"
"366","1973-74","T. Griffin","Thomas James Griffin","P","D","D","1","USA","California","Los Angeles"
"367","1973-74","R. Hermoso","Ángel Remigio Hermoso","2B","D","D","8","Venezuela","Carabobo","Carabobo"
"368","1973-74","E. Hernández","Enzo Octavio Hernández","SS","D","D","7","Venezuela","Anzoategui","Valle de Guanape"
"369","1973-74","J. Herrera","José Concepcion Herrera Ontiveros","IF","D","D","11","Venezuela","Zulia","San Lorenzo"
"370","1973-74","J. Jeter","John Jeter","CF","D","D","2","USA","Luisiana","Shreveport"
"371","1973-74","M. Malave","Manuel Malave","IF","D","D","2","Venezuela","Anzoategui","Puerto la Cruz"
"372","1973-74","R. Marcano","Robert Marcano","IF","D","D","5","Venezuela","Miranda","el Clavo"
"373","1973-74","A. Monteagudo","Aurelio Faustino Monteagudo Cintra","P","D","D","11","Cuba","","Caibarien"
"374","1973-74","T. Moore","Tommy Joe Moore","P","D","D","1","USA","California","Lynwood"
"375","1973-74","C. Moreno","Carlos Moreno","P","D","D","7","Venezuela","Vargas","La Guaira"
"376","1973-74","R. Moreno","Ramon Moreno","P","","","1","Venezuela","Guarico","Las Mercedes del Llano"
"377","1973-74","L. Pitlock","Lee Pitlock","P","Z","Z","1","USA","Illinois","Hillside"
"378","1973-74","B. Raziano","Barry John Raziano","P","A","D","4","USA","Luisiana","New Orleans"
"379","1973-74","C. Salas","Campos Salas","C","D","D","4","Venezuela","D.F.","Caracas"
"380","1973-74","L. Sánchez","Luis Mercedes Escobar Sánchez","P","D","D","2","Venezuela","Sucre","Cariaco"
"381","1973-74","L. Stanton","Leroy Bobby Stanton","CF","D","D","3","USA","Carolina del Sur","Latta"
"382","1973-74","O. Troconis","Oswaldo Troconis","IF","D","D","6","Venezuela","D.F.","Caracas"
"383","1973-74","O. Zamora","Óscar José Zamora Sosa","P","D","D","6","Cuba","","Camaguey"
"384","1974-75","D. Baker","Johnnie B. Baker Jr.","CF","D","D","1","USA","California","Riverside"
"385","1974-75","D. Bird","James Douglas Bird","P","D","D","1","USA","California","Corona"
"386","1974-75","O. Blanco","Oswaldo Carlos Blanco Díaz","1B","D","D","14","Venezuela","D.F.","Caracas"
"387","1974-75","R. Blanco","Romualdo Blanco","P","D","D","4","Venezuela","Vargas","La Sabana"
"388","1974-75","A. Bravo","Ángel Alfonso Bravo Urdaneta","CF","Z","Z","13","Venezuela","Zulia","Maracaibo"
"389","1974-75","H. Brito","Hector Brito","P","D","D","11","Venezuela","Vargas","Naiguata"
"390","1974-75","A. Bumbry","Alonza Benjamin Bumbry","CF","Z","D","3","USA","Virginia","Fredericksburg"
"391","1974-75","P. Casanova","Paulino Casanova Ortiz","C","D","D","9","Cuba","","Colon"
"392","1974-75","V. Colina","Víctor Colina","C","A","D","11","Venezuela","Falcon","Coro"
"393","1974-75","A. Correa","Antonio Correa","CF","Z","Z","7","Venezuela","D.F.","Caracas"
"394","1974-75","R. Harrison","Roric Edward Harrison","P","D","D","3","USA","California","Los Angeles"
"395","1974-75","R. Hermoso","Ángel Remigio Hermoso","2B","D","D","9","Venezuela","Carabobo","Carabobo"
"396","1974-75","E. Hernández","Enzo Octavio Hernández","SS","D","D","8","Venezuela","Anzoategui","Valle de Guanape"
"397","1974-75","J. Herrera","José Concepcion Herrera Ontiveros","IF","D","D","12","Venezuela","Zulia","San Lorenzo"
"398","1974-75","T. House","Thomas Ross House","P","Z","Z","1","USA","Washington","Seattle"
"399","1974-75","S. Jackson","Roland Thomas Jackson","IF","Z","D","1","USA","Distrito de Columbia","Washington"
"400","1974-75","K. Kravec","Kenneth Peter Kravec","P","Z","Z","1","USA","Ohio","Cleveland"
"401","1974-75","G. Lance","Gary Dean Lance","P","A","D","1","USA","Carolina del Sur","Greenville"
"402","1974-75","A. Liscano","Arias Liscano","P","","","3","Venezuela","",""
"403","1974-75","M. Malave","Manuel Malave","IF","D","D","3","Venezuela","Anzoategui","Puerto la Cruz"
"404","1974-75","R. Marcano","Robert Marcano","IF","D","D","6","Venezuela","Miranda","el Clavo"
"405","1974-75","J. Monasterios","Juan Monasterios","CF","D","D","1","Venezuela","Sucre","Mariguitar"
"406","1974-75","A. Monteagudo","Aurelio Faustino Monteagudo Cintra","P","D","D","12","Cuba","","Caibarien"
"407","1974-75","C. Moreno","Carlos Moreno","P","D","D","8","Venezuela","Vargas","La Guaira"
"408","1974-75","R. Office","Rowland Johnie Office","CF","Z","Z","1","USA","California","Sacramento"
"409","1974-75","V. Patino","Víctor Patino","P","Z","Z","5","Venezuela","D.F.","Caracas"
"410","1974-75","C. Salas","Campos Salas","C","D","D","5","Venezuela","D.F.","Caracas"
"411","1974-75","L. Sánchez","Luis Mercedes Escobar Sánchez","P","D","D","3","Venezuela","Sucre","Cariaco"
"412","1974-75","L. Stanton","Leroy Bobby Stanton","CF","D","D","4","USA","Carolina del Sur","Latta"
"413","1974-75","O. Troconis","Oswaldo Troconis","IF","D","D","7","Venezuela","D.F.","Caracas"
"414","1974-75","O. Zamora","Óscar José Zamora Sosa","P","D","D","7","Cuba","","Camaguey"
"415","1976-77","E. Bass","Earl Bass","P","D","D","1","USA","Carolina del Sur","Columbia"
"416","1976-77","J. Berenguer","Juan Bautista Berenguer","P","D","D","1","Panama","","Aguadulce"
"417","1976-77","O. Blanco","Oswaldo Carlos Blanco Díaz","1B","D","D","16","Venezuela","D.F.","Caracas"
"418","1976-77","R. Blanco","Romualdo Blanco","P","D","D","6","Venezuela","Vargas","La Sabana"
"419","1976-77","T. Bradley","Thomas William Bradley","P","D","D","1","USA","Carolina del Norte","Asheville"
"420","1976-77","A. Bravo","Ángel Alfonso Bravo Urdaneta","CF","Z","Z","15","Venezuela","Zulia","Maracaibo"
"421","1976-77","J. Cardenal","José Rosario Domec Cardenal","CF","D","D","5","Cuba","","Matanzas"
"422","1976-77","T. Chevez","Silvio Antonio Chevez Aguilera","P","D","D","1","Nicaragua","","Telica"
"423","1976-77","V. Colina","Víctor Colina","C","A","D","13","Venezuela","Falcon","Coro"
"424","1976-77","A. Correa","Antonio Correa","CF","Z","Z","9","Venezuela","D.F.","Caracas"
"425","1976-77","M. Cubbage","Michael Lee Cubbage","3B","Z","D","1","USA","Virginia","Charlottesville"
"426","1976-77","R. Dauer","Richard Fremont Dauer","IF","D","D","1","USA","California","San Bernardino"
"427","1976-77","A. Devine","Paul Adrián Devine","P","D","D","1","USA","Texas","Galveston"
"428","1976-77","G. Enright","George Albert Enright","C","D","D","1","USA","Connecticut","New Britain"
"429","1976-77","G. Ferrer","Gabriel Ferrer","CF","Z","Z","1","Venezuela","Zulia","Cabimas"
"430","1976-77","C. Gaston","Clarence Edwin Gaston","CF","D","D","7","USA","Texas","San Antonio"
"431","1976-77","L. Gura","Lawrence Cyril Gura","P","A","Z","2","USA","Illinois","Joliet"
"432","1976-77","E. Hernández","Enzo Octavio Hernández","SS","D","D","10","Venezuela","Anzoategui","Valle de Guanape"
"433","1976-77","B. Johnson","Robert Dale Johnson","P","Z","D","1","USA","Illinois","Aurora"
"434","1976-77","R. Jones","Ruppert Sanderson Jones","CF","Z","Z","2","USA","Texas","Dallas"
"435","1976-77","M. Kekich","Michael Dennis Kekich","P","D","Z","2","USA","California","San Diego"
"436","1976-77","D. Konieczny","Douglas James Konieczny","P","D","D","1","USA","Michigan","Detroit"
"437","1976-77","S. Luebber","Stephen Lee Luebber","P","D","D","4","USA","Misuri","Clinton"
"438","1976-77","L. Lunar","Luis Lunar","P","D","D","1","Venezuela","Anzoategui","Anaco"
"439","1976-77","R. Marcano","Robert Marcano","IF","D","D","8","Venezuela","Miranda","el Clavo"
"440","1976-77","D. May","David La France May","CF","Z","D","1","USA","Delaware","New Castle"
"441","1976-77","J. Monasterios","Juan Monasterios","CF","D","D","3","Venezuela","Sucre","Mariguitar"
"442","1976-77","A. Monteagudo","Aurelio Faustino Monteagudo Cintra","P","D","D","14","Cuba","","Caibarien"
"443","1976-77","L. Morales","Lester Morales","IF","","","1","Venezuela","Zulia","Maracaibo"
"444","1976-77","C. Moreno","Carlos Moreno","P","D","D","10","Venezuela","Vargas","La Guaira"
"445","1976-77","D. Murphy","David Murphy","CF","","","1","Desconocido","",""
"446","1976-77","S. Patchin","Steve Patchin","C","","","1","USA","Misuri","Joplin"
"447","1976-77","P. Pérez","Pastor Pérez","IF","D","D","7","Venezuela","Lara","Barquisimeto"
"448","1976-77","D. Pole","Richard Henry Pole","P","D","D","2","USA","Michigan","Trout Creek"
"449","1976-77","M. Ramírez","Milton Ramírez Barboza","IF","D","D","1","Puerto Rico","","Mayaguez"
"450","1976-77","C. Salas","Campos Salas","C","D","D","7","Venezuela","D.F.","Caracas"
"451","1976-77","L. Salazar","Luis Ernesto Salazar García","IF","D","D","2","Venezuela","Anzoategui","Barcelona"
"452","1976-77","L. Sánchez","Luis Mercedes Escobar Sánchez","P","D","D","5","Venezuela","Sucre","Cariaco"
"453","1976-77","P. Siebert","Paul Edward Siebert","P","Z","Z","1","USA","Minnesota","Minneapolis"
"454","1976-77","S. Staggs","Stephen Robert Staggs","2B","D","D","1","USA","Alaska","Anchorage"
"455","1977-78","R. Alcala","Ruben Alcala","2B","D","D","1","Venezuela","Sucre","Cumana"
"456","1977-78","J. Berenguer","Juan Bautista Berenguer","P","D","D","2","Panama","","Aguadulce"
"457","1977-78","O. Blanco","Oswaldo Carlos Blanco Díaz","1B","D","D","17","Venezuela","D.F.","Caracas"
"458","1977-78","R. Blanco","Romualdo Blanco","P","D","D","7","Venezuela","Vargas","La Sabana"
"459","1977-78","A. Bravo","Ángel Alfonso Bravo Urdaneta","CF","Z","Z","16","Venezuela","Zulia","Maracaibo"
"460","1977-78","J. Cardenal","José Rosario Domec Cardenal","CF","D","D","6","Cuba","","Matanzas"
"461","1977-78","G. Clines","Eugene Anthony Clines","CF","D","D","1","USA","California","San Pablo"
"462","1977-78","D. Clyde","David Eugene Clyde","P","Z","Z","2","USA","Kansas","Kansas City"
"463","1977-78","V. Colina","Víctor Colina","C","A","D","14","Venezuela","Falcon","Coro"
"464","1977-78","A. Correa","Antonio Correa","CF","Z","Z","10","Venezuela","D.F.","Caracas"
"465","1977-78","J. Crawford","James Frederick Crawford","P","Z","Z","2","USA","Illinois","Chicago"
"466","1977-78","D. Cripe","David Gordon Cripe","3B","D","D","1","USA","California","Ramona"
"467","1977-78","M. Daly","Mark Daly","P","Z","Z","1","USA","",""
